Date,AFL,ALB,AOS,APD,ATO,BF-B,BRO,CHRW,CINF,CL,CLX,CVX,DOV,ESS,EXPD,FRT,GWW,HRL,IBM,ITW,JNJ,KMB,KO,LOW,MKC,MMM,NUE,NVDA,O,PNR,PPG,ROP,SPGI,SWK,SYY,TGT,TROW,WMT,WST,XOM
2020-02-10,2168600,1553700,1269000,861600,656400,756500,1126400,1092000,646600,4418400,787700,6011800,689000,667500,893000,532500,271400,1616000,5480831,908500,4835600,1241700,7984900,2975800,891600,3294741,1850700,52960800,1404655,1068600,1944000,373400,1089000,575000,2539100,3862000,783100,18434700,182300,20934500
2020-02-11,2026700,1311100,1475600,965400,502100,779100,1663700,741500,875300,3992600,889100,6072700,818500,269600,779400,983800,222000,1512300,4011515,1027000,3715300,1070700,7431200,2316300,879200,2721020,1994200,63855600,1728600,697500,1437700,310400,1397500,1003600,2287400,3065100,751300,17390400,247100,14908700
2020-02-12,2474400,1311800,1421000,690000,957200,581700,2005500,1240200,665000,3735400,1048200,5725700,544200,339300,620100,1013800,316400,1397100,4641939,979100,5166800,954200,9179100,2727500,1000000,3272734,1770000,37464400,2005073,863400,897300,301700,1288000,604400,2503700,3764800,940300,14206800,464600,17862100
2020-02-13,2568500,1725100,885000,666200,618900,602600,1132300,965600,795200,2907800,787800,5991900,581700,328800,1084200,452500,245200,1818100,3996452,659200,5480200,1100100,8173200,2532100,916000,4083024,2108600,52801600,1382674,860200,1263000,270400,1107700,870500,2382600,2654900,1258200,15999600,615000,16949400
2020-02-14,2073500,2105500,1157000,650800,1290800,345200,1325900,904800,612600,2820400,724900,5148700,643300,477300,1402600,416300,185100,1466600,6379763,765100,5716300,941400,9965500,2774700,924800,2671266,1995600,104192400,1694131,1141800,1576900,279200,979300,545800,1613600,3289100,713900,24391800,396900,10855300
2020-02-18,2210000,1448800,1733900,857900,939300,742200,984600,731800,472200,4370500,627800,4975800,691600,446300,1188500,486100,175300,2114700,3496778,778700,7230700,1381800,10075700,3430000,1000000,2964764,1822800,62016400,1351094,1079300,1081200,319500,1047000,859700,3264600,3122500,870700,34539600,477900,18948500
2020-02-19,2182600,2041200,1070300,931000,693800,593400,1251100,814600,435400,2686700,612200,5887500,1021300,243400,1762700,848700,181800,2092200,2858613,974100,6115200,1047800,6265700,3170500,962400,2746494,1736700,69433200,1294438,620600,1153700,297700,1341100,1487900,1553100,2866700,866800,21563400,473500,12804900
2020-02-20,2623700,4973600,937400,922900,894500,631000,1330900,1579100,340200,3350900,673000,4466600,684200,378500,1871300,348200,160000,4520300,3013003,1047000,7464700,1364300,7597200,4696000,1000000,3917020,1329500,81005200,3349769,1072200,1733600,432200,1898500,1091900,1398400,2659300,1105100,15068700,481500,14817200
2020-02-21,2977600,2263400,1218400,1587000,967000,717300,1402100,1497200,682500,5341500,794500,6443900,661900,463100,1727100,627300,200200,3623500,3699597,1133800,7776800,1562200,10842400,3861600,936800,4228219,2348800,76818000,2293620,1218800,1100800,955400,2066700,1571700,1883500,3856500,1059000,18726300,307100,20315700
2020-02-24,4080300,1682200,2262400,1330700,967100,1014800,1121800,1657900,775100,5584400,2094300,9539800,820400,412600,1823300,488200,255300,3433800,5703210,1656200,10588900,2669800,14415500,5399600,1000000,4348178,2793400,85691600,2956783,1021500,1870500,468900,2006000,1470300,1951100,5304900,1288800,19848000,337600,32096600
2020-02-25,4013900,2195600,3753800,1423700,830200,892200,2139900,2344900,933700,5739500,2351700,12871900,1234700,435800,2659700,651600,291600,2521200,6497229,1871700,10529000,1387500,15915100,6522600,3000000,6295026,3336500,105549600,4024387,1926700,2506500,478700,1439400,2734800,3031200,5095900,1866000,23292900,448300,36414500
2020-02-26,5292000,1583900,4449700,1310200,1023200,1283300,1595700,1107400,1182500,4188700,2853800,11990400,1468400,520600,2505600,695000,443800,3147900,5656663,1673100,10093800,1703300,15837800,12739800,2000000,6161912,2878600,74773200,5457938,1218100,2067000,528100,1460500,2453600,3585000,4318300,1697200,20019900,483200,29801000
2020-02-27,6232300,2530000,3528400,1410300,1163000,1452300,1599900,2325600,1742400,6181100,4309200,15783700,1439900,635200,2810500,826100,704900,2669700,8808471,2031000,12566700,2804200,23754000,8830100,2000000,9856954,3649800,90641600,12251491,1523200,2287200,786500,2298200,1998300,4305100,6713400,2036100,28476900,468100,48141300
2020-02-28,8935600,2580200,4720000,2353600,2349500,2012100,2983900,3375800,2197100,11130900,4696200,20835100,1877500,1030500,4858800,1635700,713000,4121100,13607832,2842000,19820300,4069200,40890600,9987300,4000000,13753641,4665900,113325200,7241131,2165300,4461000,1086400,2900400,3721900,5831700,9174100,3329700,52369200,834400,62446700
2020-03-02,6569000,1661200,3068200,1625400,1877500,1160600,3366800,1786200,1528700,7940800,3753400,15050800,1418200,751100,2449700,629800,523400,3812000,8923844,1950800,11508200,3094700,25698600,8794000,2000000,9599455,4039800,89074400,4655971,1606100,3748800,781500,3140800,2475900,5055000,9691100,2737000,51222600,446500,38127600
2020-03-03,7325900,1932300,2739900,1607800,1146700,1586300,2329600,1492700,1343500,7487800,3374300,16525500,1231200,645900,1959100,786700,560200,4089300,8259321,1978300,13662500,2939600,27099200,8337500,2000000,9922614,3277600,65279200,3625416,1830700,2642100,631300,2691800,2264600,4131900,10927400,2985900,33340800,485900,50580700
2020-03-04,7922500,1198000,4984000,1213900,1106300,1618500,1558200,1394100,868700,7174700,3143800,14753000,936700,416700,1531200,480400,484400,2005400,5226234,1722900,10560500,3070500,20526100,5206700,3000000,6905465,2302600,59740800,3725933,1755700,2941400,552500,1468300,2337300,3063900,6834800,2005900,24625200,489200,24079600
2020-03-05,5574500,1490200,4313200,1548200,1204600,1295300,1854100,2230200,993700,5877500,2778300,12814400,1056700,591500,2126800,405900,447000,2355600,5696725,2368700,11339200,2588300,17948500,6619100,2000000,7040852,2899900,54032800,2358946,1815100,2865500,554300,1824800,2467100,3987200,5294900,2083500,25638300,301300,40788200
2020-03-06,6310800,1490700,4555600,2175000,1557800,1674000,1928700,4034100,1241200,6339600,2222300,16861900,1806000,368200,2759600,954300,485400,2611400,8570192,2953000,12239100,3375700,22353900,7886900,2000000,8557500,2975000,51541200,2948734,1729400,2480400,670700,2513700,2488100,3331300,5370800,2228700,29411100,552300,55640500
2020-03-09,7871300,2627400,3661900,2393700,1519800,2245800,2946400,3181200,1397500,7399300,3489600,30595500,2094900,758700,3523600,954400,949100,2570200,11252345,3172300,13848600,3688100,27898300,8188200,3000000,9800502,3939600,61416000,3998278,1856100,4053500,1142400,3947500,2595100,4898600,7346600,3009100,59243400,735800,72896300
2020-03-10,6962000,2771400,3243000,1962500,1418500,1734900,2622000,1552300,1405800,7521500,2766600,22642900,1166300,855600,3563100,856100,486800,3485800,11935592,1957800,12698100,3858200,27457400,9289500,3000000,6759433,3648300,58064800,3844303,2139600,3491700,1103500,3059300,3157900,4385700,7461000,2795300,37797300,571800,60445900
2020-03-11,5903400,2059300,2325800,1470600,1295900,1111900,2219600,2163200,1343600,6860400,2376200,18412800,1460000,790100,2911700,847700,597700,3227100,8835039,2290200,17763400,2985600,22653900,6205500,3000000,5678847,3356500,49996400,3778668,1774100,2183900,751200,3389000,1834000,7360200,6102500,2359200,31620000,1013700,51986100
2020-03-12,6057800,2619400,6776000,2288700,1667100,2070200,2800200,3143100,1276200,9772200,3280300,25768200,2255200,1176800,4430500,1205200,701200,4250500,13088284,3807900,21539200,3817000,31913100,9903400,4000000,9826097,4495200,81654000,5076924,2103600,2981400,973800,4659900,2776100,9736200,10208800,3494000,56323200,1054200,65725300
2020-03-13,6242000,2067800,5280600,2180400,1463000,1467300,2855000,2217500,1517600,11952900,2964600,23497500,1438500,767900,3102000,1433600,543300,5237200,13077197,2994200,20084200,4477400,33697200,10007100,3000000,7870039,4387700,63483600,5375172,1433000,2716100,756400,3394400,2419500,15153300,9267200,3063400,42962100,930800,79891500
2020-03-16,5979300,2388300,3434400,1809000,1546200,1621200,2717400,2906300,1414800,8849300,5350200,17535300,2415500,724700,2589400,1455700,602800,6520100,11054128,3752300,18877900,4316200,28682300,14770800,4000000,8899197,3168400,72697200,6357533,1386500,2741800,868100,3119400,3171800,10264200,6963700,3687200,36753900,971800,48924700
2020-03-17,7086300,3062400,2883900,2284700,1887700,2399000,3223000,3415700,1556700,9389100,7478700,22684200,1866500,637500,3161900,1379100,599300,8303900,9684182,2965600,18911800,5317100,32106700,15323900,5000000,7816338,3875600,83363200,6247625,1657400,3407300,776900,3205300,3685100,17467700,10586400,3420600,52806000,891200,41204400
2020-03-18,7493400,2762300,2297900,2582200,1574400,3258100,3060600,3763400,1273900,9189300,7072100,24947300,1710000,676000,2262500,901700,534900,8444500,9176035,3671500,17521100,4329400,35408300,11133900,5000000,8205038,4376500,87426800,6615946,1739100,3112000,683000,4235700,4386300,26221600,8845700,3937200,77355900,823100,54036400
2020-03-19,7171300,2016200,2806800,1818200,1472900,1586600,2787000,3296700,1390300,8926800,4546100,29871000,1329700,562700,2202300,892000,413100,5974200,8782739,2662700,18482300,4362300,41956900,12141200,4000000,7613377,3166600,76551200,5823679,1771600,2642100,645600,3203500,2124800,11766500,7414200,3098100,57100500,683900,49412400
2020-03-20,6985900,2963600,2301400,2155600,1884000,2448600,2711100,2945200,1491500,9168300,5571400,26960400,2333900,819900,3215000,1151100,474200,5160100,11031639,2794200,19785100,3866100,51513500,11541400,3000000,11468683,4139900,80463600,5075582,2519300,4507300,934800,3558500,3207600,13695300,8057200,3946300,55423500,709600,76534600
2020-03-23,6925700,2507500,3217500,2162800,1491700,2040200,1871400,3002900,1461700,8306800,3437000,23764000,1788800,967500,2307200,1323900,473200,4950000,10176952,2777000,20815200,3541000,44978500,9594400,3000000,9489423,3721800,64387600,5516453,1304700,3043000,979400,2605100,3138400,11719200,7104300,3411500,39366000,555400,56952500
2020-03-24,6025300,1839500,2655600,2161600,1351700,1217900,2863300,2409500,1465300,9887200,2929500,29198800,1849300,914500,2687300,966300,711400,3415500,8340699,3077700,17604800,3076800,49096200,9004100,3000000,11136793,3644400,110164400,4729450,1875200,2550500,1257000,2755800,2362700,10948100,6498600,3037100,42705000,623400,61835600
2020-03-25,14431000,2295600,2858200,2165300,1183500,1679000,2292800,3852600,1262000,10375500,4572700,22560100,2582400,813700,2156500,941300,465700,6298400,9052084,3272400,13986100,3060600,42511700,9907500,3000000,9260030,3323900,79343200,5572697,1543200,3782700,1003500,2045300,4179600,10269100,12563200,4559500,53287500,483100,56607700
2020-03-26,10739400,2245100,1775900,1512800,810100,1607100,1747500,3038600,1072800,9053300,3704700,24129100,1427200,654000,2004600,1083500,429600,3487300,7482561,2097900,15066800,3381700,37821700,10103600,2000000,8033532,4184100,69610800,4619026,1722000,1984100,820100,2884200,2197600,10600600,7014000,2229900,58250700,671400,46722000
2020-03-27,6083000,2439600,1809900,1173100,879600,1257500,1163600,2576600,800500,6366500,2211500,20411500,1123300,786100,1515700,1132800,316300,2457500,6718458,1818300,12133200,2288300,23297900,6885800,2000000,5097711,3114400,63882800,8143822,1766600,1669600,1191900,2924900,1814000,9237800,4902800,1625900,36160500,546600,51558600
2020-03-30,4315900,2045800,1780100,1281800,1058000,1596300,1389400,1658700,954600,4950500,2328600,18486800,1240800,590200,1482400,1161400,330600,2387000,5820467,2262800,21754000,2413500,23446000,5717100,3000000,4627922,5136000,60225200,6258254,1984600,1579100,741200,2529500,1314000,7373500,4485600,1966400,29212500,445100,45835000
2020-03-31,7315700,2585900,2031000,2372800,944000,2850500,2008500,2481700,2029700,5784400,2081300,18514200,2057600,785800,1667700,995800,383200,3274100,6635092,3034500,15746100,2394600,25373900,5523700,3000000,4321985,4390100,94996000,6358152,2499600,1897100,704200,3805600,2102300,5556500,6388400,1796900,26258400,555600,41491600
2020-04-01,5237000,2253900,2217100,1566500,999500,1610100,2277500,2847500,1195100,4247700,2569800,14362000,1218900,765000,1604200,918200,412400,2304000,6394093,1962800,12606100,1951000,21936400,8115400,2000000,4518010,5412700,65691200,4732855,1537600,2031800,556100,3457900,1907900,7411600,8581000,2337500,28269600,481000,36045900
2020-04-02,4892600,1911400,2000500,1963500,565400,1425600,1656200,2834600,981500,5676700,3044600,23220600,1407800,707900,2073700,1052000,460400,2842400,6619820,1428800,11594500,2494100,17621900,8246500,3000000,4772399,4188200,67576400,4341830,1554900,3956300,479100,1735600,2042000,4878000,5929200,1421600,29515500,495200,62000200
2020-04-03,4690300,1749700,1262600,1943700,684200,884900,1154900,2166500,963300,4720800,2277200,14905400,1206700,477600,1381600,553700,332900,3875600,4747585,1503500,10071200,1398400,14207100,6448500,1000000,4291607,3504600,66321200,3923458,1305800,2421800,458800,2217600,2910900,6871400,6815300,1159100,28625100,604600,48425700
2020-04-06,5275800,1725800,3000700,2090400,794900,1085500,1465000,2201200,960800,5172800,2551400,17334900,1351500,555500,1846200,886200,414500,2864400,7357773,2138300,14994400,2270100,22850000,9422300,2000000,6745081,5256500,72788400,4676198,1328100,2850100,660300,2129200,2021300,6654500,7107800,1623900,47768700,351500,41301900
2020-04-07,4625500,1952000,3942200,1383800,1085000,1105200,1240000,2132900,1014100,5964900,2477700,16394800,1488500,569100,1913800,642700,600900,2748400,5852684,1992700,11567100,2132700,21279600,7854900,2000000,6573575,4768400,78452000,5620478,924900,2115500,663300,1678600,1807500,6634800,6599300,1419000,41369700,535800,48921800
2020-04-08,4296900,1706000,1502100,1804000,822000,921300,1540700,1748900,750200,4265600,1987700,12284800,863000,687200,1673300,589400,325900,2164200,5395896,1363000,10758200,1929800,18937100,4715600,2000000,3673036,3152100,54244400,4329137,977800,1722400,482600,1326200,1757100,5878200,7542900,1278000,27876600,401300,33355600
2020-04-09,7065600,1775400,1849300,1744000,1263800,1174000,1430800,1584300,1231400,3582500,2114400,17023800,1335500,801800,1523800,894200,447000,2933400,5832705,1752300,11125400,2256900,19165300,6543100,2000000,5721305,3478600,52556400,5133581,1394200,2184700,605600,2740500,2865300,6390700,7069200,1772800,32828700,380400,60107300
2020-04-13,2828200,1678600,1155800,1096700,639700,1048800,1470000,1618200,609600,3335000,1140400,13854700,1062300,484800,985600,579600,271000,1955000,5355206,1611000,8153200,1858100,19586000,5489700,2000000,3160191,3278100,39840800,4507776,806100,1557400,357500,2900400,1468500,3125500,3235500,1192000,24194100,336000,29651900
2020-04-14,3347800,1068400,1505400,965400,791100,1461600,1590500,2097500,1472100,4940600,2566600,14797600,1305200,635000,2195900,529600,457600,3154500,5322780,1889800,13838000,2554000,21801900,5655000,2000000,3968806,3349400,53094800,2928403,1355700,1960900,622700,2588700,1110600,3717000,5032300,2505900,34098900,355600,30769000
2020-04-15,3689500,1335900,1501700,1042400,819500,886000,1424400,2478100,1234500,3390500,1598800,13982300,924700,624500,1625600,898400,282100,2714800,5896616,1395000,11962300,1857200,12893200,7379600,1000000,3640504,3675800,36614800,3651835,2278300,1291700,482900,1594000,1793100,4823600,4225600,1228800,22435200,389400,33125000
2020-04-16,2878000,1618100,1443700,974400,622000,779700,1260200,2002900,879300,3561800,1831700,12291900,960300,657200,2049400,1200400,291200,2705300,6754650,1442100,12181700,1577000,17606800,9034700,1000000,4987798,2652600,74562000,3052553,1409000,1733100,867700,1265100,1877100,6002300,5950300,1904600,31882200,363400,30934000
2020-04-17,3858400,1011000,1296700,1755600,1061100,1013100,1439700,1907500,770000,3762400,2442400,16130100,887400,621400,1523900,740600,364000,2471500,5194436,1284700,10920000,1949200,19844600,7136000,2000000,6450148,2111700,53912000,3976502,1153700,1345400,613400,2667700,2101900,8095300,7617500,2300100,30915300,408500,40829100
2020-04-20,3377900,1270600,1086100,800500,764800,1018000,1938700,1728100,623100,3187400,2078900,15749000,1121600,435000,878600,861900,299200,1835400,8558058,1186200,12226200,1814600,18957900,5271900,1000000,3460028,2033800,44938800,2382475,1154800,1045800,475500,1512900,1769900,3801800,5329600,1200000,24401700,318400,39260800
2020-04-21,3383400,1381600,1240100,1498500,575000,770000,1460800,1614700,560100,3142800,1580400,19620600,1757600,438500,1132300,882700,230100,1734100,15009054,1300400,9951100,2020200,26863700,5541500,1000000,2787996,2043700,73516000,2469886,1374000,1511500,466200,1856200,1449600,6099900,4519700,909900,27900600,359500,44381600
2020-04-22,2363900,684800,1398800,1318100,514300,579500,1314800,1230100,567700,3498100,2067800,10320700,1396000,428600,1337400,1111900,364100,2254300,7412479,1342400,11515600,3091100,15811600,4770900,1000000,3288522,1603200,48335600,2075146,1344500,1287300,416700,1112200,1230900,4984700,2954600,746900,19448100,751500,27074200
2020-04-23,3206900,816500,1546100,1113900,875200,655300,1256700,1557800,508300,4041800,1629600,14226500,835200,864300,1293800,1307400,858600,3319400,7198154,1378800,10665000,2415000,17668200,4096200,1000000,3092019,2363600,42416000,2113330,1375100,1040200,401200,1699400,1536800,8693900,16508000,792300,28839900,1013600,35271000
2020-04-24,3482700,1027100,1236600,811900,881800,752200,1709600,1768900,522200,3549700,1596900,9175500,1080000,634000,1195000,1127800,435600,5055700,5215251,1331900,8653400,1511900,15175000,5432100,775800,2687532,2393500,35232800,2586192,1245700,1782400,955300,1124500,2213000,7246300,6088600,756100,17343600,885000,28653800
2020-04-27,3279900,736800,1599800,1194300,730500,740000,1867900,1191700,686000,2926700,1784300,12037100,892100,274800,1102700,966800,340300,4305000,5150295,1495400,8924000,1318900,19175500,5336500,986000,5555300,3438000,47938800,2601982,1009100,1764600,929700,1289700,1433800,7303200,4340700,1436700,17923800,456000,28274400
2020-04-28,2445300,1087700,1325900,1093400,917400,1373500,2773800,1710800,3936400,2995700,1557300,10645200,818000,297400,1023900,970300,406400,3653100,4997893,1185800,8558700,1513800,17246700,5588400,1000000,9919744,4238400,44290400,2785058,1186100,3226900,1144800,2048000,1922600,7775300,4904700,2025400,20732100,335300,26545100
2020-04-29,3001300,1447900,1818800,1323800,735300,1065300,1343600,3867500,1620500,4675700,1928800,12342800,859400,275900,1253700,1084800,471900,3791300,5499450,934000,9285200,2495800,15780000,5205500,2000000,4768572,4256700,37916000,3696830,1790800,2614900,779800,1757100,1899000,5109800,4929800,1531400,44612100,516800,29502500
2020-04-30,5604200,2007200,2208700,1284000,1322200,2287500,3004500,3136100,2354400,7128300,3302600,12222000,1662100,437600,2000400,3115000,371000,5039400,6941047,2374400,14829600,3357900,20801100,4814100,2000000,4386689,4537600,37591600,4705610,4632900,2266300,804900,1916400,4677700,7067500,4769600,1543000,40497900,682400,37076300
2020-05-01,3425200,1924900,1197100,827200,626700,666400,1402700,1785400,2993700,4497000,5017800,13250100,879000,393400,1214400,817400,253200,1675900,5152073,1946900,7309000,1454200,14290400,3811100,1000000,3499974,2802800,34209600,2920870,925300,1730000,741300,1152000,2648900,3836900,4590500,1110400,31143900,352500,35399300
2020-05-04,3522700,1275400,2002300,1345100,885300,619100,1166500,1886500,2016900,5031500,3904100,11192400,897900,456900,1665400,819500,280200,1433200,4202723,1733600,7198400,2393300,22544200,4088100,1000000,2666841,2115100,31755600,3383515,1447700,2777000,600100,1187800,2294500,4510100,4578300,972100,17807700,397200,27465600
2020-05-05,3421600,1109000,1460500,1106400,952800,747100,1705400,1237200,1646400,2458000,2287600,13608700,1022400,453500,1665800,569300,286900,1558900,4078772,2225300,6562300,1992300,13370500,5237000,1000000,2713963,2726500,36889600,3513650,1158400,1983700,570700,1049700,2229100,7369700,4201100,909500,19337400,426600,29276200
2020-05-06,4079500,1885300,1370500,1314400,1122300,954300,1467000,1288800,2042100,4551400,1650000,11145900,519900,423600,1518400,1110500,295400,1735600,4042372,1316000,6191600,1729100,11892900,4435200,2000000,2593646,1563700,32346400,3101573,823000,1758700,697700,881000,1625200,6033900,4913900,844000,17309100,362300,22659000
2020-05-07,2977600,2206600,1308100,761700,1119000,906500,1182400,1380500,1404400,3985800,1592400,9749600,605400,507400,1108500,1088200,284400,1857600,4615580,1324800,5570500,1861600,16466000,3206700,1000000,3349757,1803000,37373200,2977836,952500,1680700,691600,1282600,2742600,4513300,3689800,993000,27345600,413400,22160300
2020-05-08,2570700,1514500,1156900,808700,868200,701400,1226500,1466700,1236800,3938600,1392900,8585900,588200,356500,1009200,716900,198200,1141300,5232615,829900,4712100,1138100,13985100,3951300,1000000,2594961,1614100,33921600,2546150,804000,1818800,573600,852000,3029200,2470500,4266900,666600,20830800,387900,19977400
2020-05-11,2938800,1471300,893800,852300,1321700,1064100,1847000,1414300,1419500,2797200,1575600,7101000,730600,367700,1252400,669900,220100,1581000,3697924,1092800,5887500,1428700,10874600,3863700,1000000,3629382,2326800,46906000,2471124,686900,1600400,569700,1206000,1487300,3776700,5996300,889500,25341900,785800,22258000
2020-05-12,3698600,1881900,1545500,1062800,951100,849500,1165900,2097200,1498100,3961400,1210900,8749100,696700,752000,1166800,1080400,271700,2000000,5004587,1416600,7039200,1231900,13424400,3685200,2000000,3623880,1924900,49306000,3480110,830200,1668700,751100,1303600,2583500,4616600,4897000,2219600,19100100,505900,25439100
2020-05-13,4405000,1770000,1763500,1128400,865100,1069700,1575500,2241200,1678500,3864200,1484100,12215100,778700,621700,1251100,951000,351400,2412400,6153409,1324600,6970500,1398600,15854800,6643300,2000000,5747976,2895100,62585200,3134081,1268100,1488800,765300,1642500,1994600,5348100,4677900,2819600,29175300,475100,30827900
2020-05-14,5193200,1333300,1651400,958900,991400,924000,1446000,2162200,1718500,4999800,1362900,10678200,852900,479400,1292700,1214200,281000,1984100,5501332,1726200,6871400,1396200,18000800,6097900,2000000,7053649,2669600,60231200,3323556,1284100,2149700,692500,1253700,2350000,5468900,5635600,1741200,22233000,447600,24856500
2020-05-15,10064000,1428000,4775300,1441300,3166400,2993200,1984800,3587900,2585600,7939700,2265000,10113000,949800,1005100,4568400,2690500,435000,4108300,5006470,2081100,10340400,1928100,31579400,8950400,4000000,12095985,3585600,98766000,4991681,865800,1889300,1201700,1960800,1827800,7648800,8354200,1798800,31770000,847200,22445600
2020-05-18,3832400,1288900,1576700,1159300,793200,839500,1108600,3280500,1765600,5017700,2422500,12304300,1247900,529500,2126700,1110900,234200,2385600,4399162,1437400,7388400,1740600,26118500,7729700,2000000,7196452,2172800,77446000,3526344,1111800,1601800,699800,1773000,1889000,6195600,6320900,1348100,38633700,427500,32026100
2020-05-19,3141600,1329900,1653600,720400,805900,618400,1187800,1821800,1887200,5304100,1314100,7749300,723100,439200,1518000,803600,262800,1712400,3390191,1151900,6107300,1104900,17839900,7041000,1000000,4855640,1119700,71732000,2423652,726300,2714200,536900,1237700,2203400,3769800,7914900,1024300,74746200,1203000,21771600
2020-05-20,4786800,1641500,1269400,781700,1128600,751500,1345000,2144100,1331700,3406100,1369900,9160000,496300,327400,1451200,941100,266300,2137700,4017372,1027900,5713400,1523300,22295900,19289700,2000000,4100845,1674400,58753600,3298582,878100,2277700,447700,801200,2032200,3562500,12897000,1173000,32246400,1083600,19352400
2020-05-21,4426000,1428300,835300,736200,642300,802100,1111300,1403100,2161800,5171900,1463200,8830900,538800,246900,886300,845100,330900,4478800,4184941,1009300,6487300,1597500,13193500,9727900,1000000,3335764,1533300,76106800,2457295,867500,3132800,290000,725200,1234100,3555100,7620700,838800,22448100,16495700,19130700
2020-05-22,2875000,825400,1103500,775100,602600,774400,917800,1098300,1341800,3427400,1214800,8563100,866200,288500,900000,542400,284700,2458500,4373117,735300,6140900,1442500,13008400,6064700,737200,3183034,1162200,103876400,1893720,638400,1046400,322000,621500,1536700,3537500,4902900,851900,22359600,536300,15406400
2020-05-26,3783300,2391600,1639200,1043100,611800,1582800,1055200,1491100,1561600,6475600,2510400,9430000,969000,344000,1117100,1036500,487500,2994300,5720888,1604800,7072300,2003200,22223100,7684000,1000000,5521095,1910200,77078000,2943470,966900,1696800,559900,1695300,1829700,4736800,7274600,1642300,23730600,729200,20356500
2020-05-27,4554000,1592500,2183300,1025700,772000,1078700,1334900,2337300,2566800,3811400,2010600,7822600,781800,380900,1192800,829100,336800,2963600,5990965,1245500,7950000,1904200,18447600,7615500,1000000,7243335,2246700,117589200,4293946,1710600,1998600,571700,1182900,2673400,5737800,8260300,1086000,31073700,915900,20788300
2020-05-28,4103800,1408600,2323200,930100,810600,790200,880000,2001700,1553600,4685600,1514100,9633300,1468900,401300,1002500,1121200,250400,4078500,4095404,1219400,6189600,1961600,16230600,7994100,1000000,8049917,2000200,73489600,4764228,1764200,2030300,567400,1928600,1272300,4973700,6137300,1088100,24424800,755800,19698000
2020-05-29,17390300,1589800,2662000,1241800,3602100,1337400,1753000,7262200,1743600,4317000,1707300,17010000,1203900,562800,2016100,2344100,876800,3201300,8294675,1707500,8504000,1945500,51125000,7402000,3000000,10324111,3734000,74525600,10750550,2076100,2772600,1057200,1935800,1852700,9024400,8705900,2246900,29311200,1589400,25874700
2020-06-01,5017900,1061900,1067100,711700,861300,836400,1129400,1115400,1007000,2640600,1300800,7344000,738800,359900,853700,730900,306000,1943800,3003798,787200,6141800,846400,17010700,5136200,1000000,2491746,1580600,38987600,2574943,1025800,1659800,412700,892300,1086600,3068200,6020100,802000,20550300,443200,19031000
2020-06-02,2849800,1268300,1017800,933700,718900,1032900,1019100,1291200,873700,3751300,1125300,7880300,850700,463400,1186900,1267300,366600,2401500,3115093,1105100,6078300,1215700,15255100,6023200,1000000,2791225,1642700,39132000,3174948,1256100,2752200,358700,1280200,1301500,2869800,5144600,1109400,19187700,526400,22319000
2020-06-03,3641700,1685100,1224800,849100,785500,782700,1228300,1706700,1437600,4535700,1176600,8440200,968000,379900,1290200,798700,357700,1935800,4097914,1019200,6339500,1417800,15508300,4585200,1000000,4394463,1514300,36544000,2730362,1525800,2728800,500800,1058900,1732700,3076400,5815800,1194900,20262900,464200,23418000
2020-06-04,4657100,1493700,1705100,1210300,1876500,868300,1006200,1540200,936100,4985800,1071200,6371700,889000,397700,1144700,596100,258400,1539100,4042581,985000,8170500,1515600,13604700,7448700,1000000,3445317,1933500,42428000,2405076,952100,1710500,437900,1209100,1373000,2880100,3963600,1241600,24015000,492600,18731400
2020-06-05,3948900,1950000,2078500,1243100,1391600,1170300,1189200,1512700,1723000,5976200,2881300,12760100,819900,759500,1318600,760400,443000,2342300,6163764,1747200,9725400,2427300,20504800,5550400,2000000,5414531,2276200,48174800,5100866,1126800,2057200,660400,1522200,2250500,6726900,4578800,1560000,39337200,546600,41328900
2020-06-08,4033600,1304100,1618600,889400,838200,1241100,1500800,1418700,1461200,5033300,1745800,11090700,825000,698700,1069000,993100,347200,2191100,5617543,1144200,7555600,1959700,19896700,4951600,1000000,3573170,2600600,38773600,3351730,1556600,1522500,698000,1116800,1997200,6450100,3578400,1089800,28344300,660600,33579400
2020-06-09,3220900,962300,1709600,1014400,628700,1106300,1126900,1238400,1051000,4608100,2118000,10745400,747400,432500,1209200,763800,243200,2570800,5641706,850200,8247200,1595200,16713700,4472600,954200,3781274,2012800,46848800,2566790,1264500,1559500,645100,966600,2327900,5418700,2923500,837300,20746200,470100,27276900
2020-06-10,3830800,957900,1302600,625900,570100,890500,1496200,1517300,1678500,5726600,2465400,10486300,703700,397100,1414000,844600,204400,1808200,4952601,946100,10137100,1470500,15716600,3708400,1000000,3051355,1819900,63218000,3231914,1254000,1826200,491100,1136400,1626200,6988000,3653700,1085500,28141500,598200,31156800
2020-06-11,5382300,1656600,1167200,1370100,1073500,864900,1636000,1678000,1708600,5547300,2915600,14944800,784700,625600,1698500,1403500,290800,2098400,12304726,1257500,11913300,2108200,26070400,5998600,1000000,5999854,2771400,58365200,4207051,974500,2452500,903200,1663500,1829000,6348400,5005100,1471400,34162800,609700,39183000
2020-06-12,3265200,1219900,1163500,854300,946200,888900,1974700,1323100,1136800,4357600,1850200,9532400,1077100,735100,1024600,673800,294000,1762700,6506434,1727400,8687400,1634400,21822700,4463100,1000000,3586565,1897000,57090800,2445014,925600,1224600,752800,1168700,2604600,4364300,4953400,1054000,32359200,681500,30978100
