AFL,ALB,AOS,APD,ATO,BF-B,BRO,CHRW,CINF,CL,CLX,CVX,DOV,ESS,EXPD,FRT,GWW,HRL,IBM,ITW,JNJ,KMB,KO,LOW,MKC,MMM,NUE,NVDA,O,PNR,PPG,ROP,SPGI,SWK,SYY,TGT,TROW,WMT,WST,XOM
0.010174993580221147,0.004842748287993118,0.007734307425409706,0.007054257115350606,0.008177013093683985,0.008827274973133044,0.008439256060098292,0.010049576564411538,0.009071425211705942,0.008662220454048823,0.008351641348656536,0.006660962871808692,0.005812675731718794,0.008189742998647996,0.00777236295522946,0.0064369283587997405,0.007406142959938049,0.007944619176838951,0.00878930187147913,0.006618633764936129,0.008571454767729756,0.006759034980369168,0.007785551957562231,0.005486730162459885,0.005870196727956999,0.007515822255489961,0.007218325718565004,0.008424355469654619,0.007275646010397584,0.008643412280194674,0.005730366513783988,0.008489047976589755,0.006946439654459587,0.007981504790835243,0.006768133650855257,0.006159723802190734,0.005352794710158116,0.00814000149961883,0.007379015164172455,0.006965368649172739
0.004842748287993118,0.013428291420563537,0.005533379916171444,0.005011548035244524,0.005249309259045427,0.005792141468146514,0.0050662133231463655,0.006771070654642256,0.005415186136605439,0.0039049281227407236,0.004925430695779263,0.004087868935074682,0.005845094250797022,0.008845134966826967,0.006098549373085301,0.005482650191479621,0.006088762119563014,0.006537146409108473,0.0057284472205021576,0.006166627887205131,0.005207984092656016,0.0038253570217313426,0.0038344550514890483,0.006407032877051916,0.005026408241262446,0.005477251709475119,0.007343976026173956,0.011470180978919452,0.005486548873533407,0.008863497915698135,0.004437867209391018,0.004933451710305899,0.005763133256544869,0.007247040466672486,0.004221597605491425,0.0028700841342472957,0.006733231645763868,0.004345344509259249,0.0052394069216339335,0.002599261013753854
0.007734307425409706,0.005533379916171444,0.007565727497201827,0.005087232044176803,0.007263214334733722,0.007767969431646699,0.007103129113706941,0.008555732865874443,0.007214393579936912,0.007657528016928353,0.007967097842784338,0.004569574098525123,0.005763090486833113,0.0074739342883332425,0.007056585672878459,0.005949599156542315,0.007938535158945832,0.006396405464762334,0.007555919539942709,0.006222079968464077,0.006847430726426503,0.005759257665055514,0.0067811899020768784,0.0054056298279449464,0.005270877340596599,0.006665746236147931,0.007015275417531028,0.008933840144898956,0.006997007813037462,0.007912531566609558,0.005596005502108441,0.007161691352187261,0.006818707084000096,0.007667688544694628,0.0066371314588820176,0.006873770688370151,0.005181865567495185,0.006358662725296837,0.005630263001127576,0.004375949712939946
0.007054257115350606,0.005011548035244524,0.005087232044176803,0.005891050908505401,0.005356537569964849,0.005227552736189316,0.0051594374743016095,0.007459355837895318,0.005936004686561242,0.005184431538192743,0.004537248444027835,0.0040686874829996824,0.003409538783377572,0.006210538052885212,0.0054044714110043305,0.00421797193736036,0.004202896245792061,0.006073301034833788,0.005188029765520019,0.004535586135505866,0.005572766210002379,0.004542279042145494,0.0047224767763168,0.003736208372290346,0.003946250820715887,0.0053635005264774625,0.004387220105548074,0.005706191040655151,0.004967145119101362,0.006038587223425121,0.0036114987695018753,0.005405608051145883,0.0045380808648798785,0.0058700462672726566,0.003713841031616809,0.0029533440904237376,0.003992579631046315,0.0051638104936338235,0.004505005165087754,0.004366935308928917
0.008177013093683985,0.005249309259045427,0.007263214334733722,0.005356537569964849,0.007618338203327629,0.008511349837112846,0.008148821479088183,0.008897496474052745,0.007625371705157711,0.008186812248131057,0.008686822176360907,0.005544974621368644,0.005761354361852417,0.007409697118174823,0.00739565602381901,0.005832869968028336,0.007639846718074489,0.006847992067737155,0.007978684371684336,0.006112961588123087,0.007587534630035633,0.006302536216269841,0.007240758729776355,0.005667303849636209,0.006229725501181236,0.006599158803997199,0.006883568411767503,0.009298108187660354,0.006904834756059058,0.0084035761411882,0.005708306006063587,0.007671166025859447,0.007010103065212738,0.00748358889389909,0.006798146234875855,0.0063804140082036765,0.005140557528973181,0.007194141972183934,0.0067830063959656624,0.005384245953858076
0.008827274973133044,0.005792141468146514,0.007767969431646699,0.005227552736189316,0.008511349837112846,0.011173595541408949,0.00979536462593787,0.008859854641115762,0.008601966176829049,0.00881507160452006,0.010835764735954281,0.006719261018323891,0.006838607794871248,0.008098794990141538,0.007945206636836268,0.007202757864065281,0.008947649681257823,0.007500436168313732,0.009995188959746921,0.006969412986398168,0.008847589369589202,0.006476677543712574,0.008426287975233489,0.007059860138676247,0.007853425244502788,0.0075669988242927436,0.009116104818021428,0.011852819043515239,0.007502603665159906,0.009785520125443812,0.006619676411596562,0.008790653750773909,0.008486753714530369,0.008845227680767795,0.008165329117831969,0.007021669457146678,0.00591406684708021,0.008312858884760145,0.008556264722015214,0.006509541804966562
0.008439256060098292,0.0050662133231463655,0.007103129113706941,0.0051594374743016095,0.008148821479088183,0.00979536462593787,0.01001500374184785,0.008664356527967536,0.008470813970967927,0.009091433438336167,0.010123916160136737,0.006933247692843624,0.006508204085530794,0.007015046659100607,0.007491868939547577,0.00566824365956695,0.008167182490988209,0.00766781227761922,0.00898195548865931,0.0060293481928288,0.008303486341303274,0.007020426162387566,0.007963065325540865,0.006476922818446523,0.007445512588136608,0.00638092412350003,0.007274775386813481,0.011458870383297005,0.006525337330858735,0.009342928985579202,0.005653359319435393,0.008307012433102834,0.00713646500137614,0.007092627488844782,0.007446746950141393,0.006728835585899898,0.005318392845254356,0.008666332029880505,0.008458861701737723,0.00698873635850875
0.010049576564411538,0.006771070654642256,0.008555732865874443,0.007459355837895318,0.008897496474052745,0.008859854641115762,0.008664356527967536,0.012319006863044197,0.00888345614750351,0.009267908784146068,0.009218154302954265,0.005978350034115946,0.005922622940929411,0.009423881614587777,0.009277973958093214,0.006919505146560873,0.007388411799866595,0.008081694810342136,0.008168037525808294,0.007118100817646428,0.008911903827693647,0.00746181021839066,0.008098058848938095,0.006241833467777593,0.006778440951497586,0.008416723621324375,0.007186695609813679,0.007663314420156377,0.008702012190827894,0.010039265722865415,0.006793865406694618,0.008944234470853317,0.007956234643528128,0.00918381618942961,0.007215305954582201,0.007092790208447117,0.006094371740830962,0.007560275336093613,0.007317771838673755,0.005547103724297263
0.009071425211705942,0.005415186136605439,0.007214393579936912,0.005936004686561242,0.007625371705157711,0.008601966176829049,0.008470813970967927,0.00888345614750351,0.010192070457221883,0.008523525727980642,0.009026877633891428,0.007397960081064756,0.006941340394984125,0.007968331619453456,0.006917002068962841,0.006759607070709874,0.0075166152585611256,0.008117421569212337,0.009559594402456559,0.0066062332550266365,0.008482797577493189,0.0063402875347261444,0.007725165861249006,0.006283715250242259,0.005968129289904775,0.00752383120221721,0.00823774258167498,0.00966759206558279,0.006937467331452998,0.009125725191383613,0.005144060880696524,0.007864751699506182,0.006286117140307955,0.007072714649180688,0.007417122518619479,0.007900297498054269,0.006357950948427425,0.008325585582041311,0.007919621095831634,0.007626398074240325
0.008662220454048823,0.0039049281227407236,0.007657528016928353,0.005184431538192743,0.008186812248131057,0.00881507160452006,0.009091433438336167,0.009267908784146068,0.008523525727980642,0.009626792578630259,0.009818947714814114,0.006363513855651656,0.0062834311432601936,0.00721082780376995,0.00772828464589734,0.005715342526326316,0.008290447588100635,0.007211123967546669,0.008705384960058283,0.006179329342398704,0.008298056527873694,0.007275195538496475,0.008117863647162809,0.005745611690276406,0.006818626300153418,0.006567117815956217,0.006714663735550555,0.009807701828202998,0.007221183172291362,0.008570298397079835,0.005937857952675746,0.008199077512039932,0.00707668861866659,0.006932773611802442,0.007665323323903198,0.007740717539747199,0.005192970194275039,0.008241454373863968,0.007484496536931888,0.006358020623817061
